"iata,""type"",""name_ru"",""name_en"",""coordinates"",""timezone"",""parent_name_en"""
"TKO,""city"",""Тлокоенг"",""Tlokoeng"",""-29.23:28.88"",""Africa/Maseru"",""Lesotho"""
"TKP,""city"",""Такапото"",""Takapoto"",""-14.7028556:-145.2397317"",""Pacific/Tahiti"",""French Polynesia"""
"TKQ,""city"",""Кигоме"",""Kigoma"",""-4.8833333:29.6333333"",""Africa/Dar_es_Salaam"",""Tanzania"""
"TKR,""city"",""Такургаон"",""Thakurgaon"",""26.02807:88.458946"",""Asia/Dhaka"",""Bangladesh"""
"TKS,""city"",""Токусима"",""Tokushima"",""34.0702703:134.5548438"",""Asia/Tokyo"",""Japan"""
"TKT,""city"",""Так"",""Tak"",""16.9021534:99.0128926"",""Asia/Bangkok"",""Thailand"""
"TKU,""city"",""Турку"",""Turku"",""60.4514583:22.2688319"",""Europe/Helsinki"",""Finland"""
"TKV,""city"",""Татакото"",""Tatakoto"",""-17.3305865:-138.3364719"",""Pacific/Tahiti"",""French Polynesia"""
"TKW,""city"",""Текин"",""Tekin"",""-5.25:142.15"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TKX,""city"",""Такароа"",""Takaroa"",""-14.4312971:-144.9295258"",""Pacific/Tahiti"",""French Polynesia"""
"TKY,""city"",""Туркей Крик"",""Turkey Creek"",""-17.04:128.21"",""Australia/Perth"",""Australia"""
"TKZ,""city"",""Токороа"",""Tokoroa"",""-38.2179652:175.8705786"",""Pacific/Auckland"",""New Zealand"""
"TLA,""city"",""Теллер"",""Teller"",""65.2636111:-166.3608333"",""America/Nome"",""United States"""
"TLB,""city"",""Тарбела"",""Tarbela"",""33.99:72.61"",""Asia/Karachi"",""Pakistan"""
"TLC,""city"",""Толука"",""Toluca"",""19.34:-99.57"",""-6.0"",""Mexico"""
"TLD,""city"",""Тули Блок"",""Tuli Block"",""-22.18:29.12"",""Africa/Gaborone"",""Botswana"""
"TLE,""city"",""Тулиара"",""Tulear"",""-23.1485269:44.3992892"",""Indian/Antananarivo"",""Madagascar"""
"TLF,""city"",""Телида"",""Telida"",""63.381026:-153.2793488"",""America/Anchorage"",""United States"""
"TLG,""city"",""Тулаги"",""Tulagi Island"",""-9.1015826:160.147069"",""+0.0"",""Solomon Islands"""
"TLH,""city"",""Таллахасси"",""Tallahassee"",""30.4382559:-84.2807329"",""America/New_York"",""United States"""
"TLI,""city"",""Толитоли"",""Tolitoli"",""1.02:120.8"",""Asia/Makassar"",""Indonesia"""
"TLJ,""city"",""Таталина"",""Tatalina"",,""America/New_York"",""United States"""
"TLK,""city"",""Талкнафьордур"",""Talknafjordur"",""65.65:-23.97"",""Atlantic/Reykjavik"",""Iceland"""
"TLL,""city"",""Таллинн"",""Tallinn"",""59.4388619:24.7544715"",""Europe/Tallinn"",""Estonia"""
"TLM,""city"",""Тлемсен"",""Tlemcen"",""34.8825:-1.31393"",""Africa/Algiers"",""Algeria"""
"TLN,""city"",""Иер"",""Hyeres"",""43.120541:6.128639"",""Europe/Paris"",""France"""
"TLO,""city"",""Тол"",""Tol"",""-4.98:152.01"",""Asia/Tehran"",""Papua New Guinea"""
"TLP,""city"",""Тамолбил"",""Tumolbil"",""-4.783333:141.016667"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TLR,""city"",""Тулар"",""Tulare"",""36.2077288:-119.3473379"",""America/Los_Angeles"",""United States"""
"TLS,""city"",""Тулуза"",""Toulouse"",""43.604652:1.444209"",""Europe/Paris"",""France"""
"TLT,""city"",""Талуксак"",""Tuluksak"",""61.1025:-160.9616667"",""America/Nome"",""United States"""
"TLU,""city"",""Тол"",""Tolu"",""9.529193:-75.568581"",""America/Bogota"",""Colombia"""
"TLV,""city"",""Тель-Авив"",""Tel Aviv Yafo"",""32.009444:34.882778"",""Asia/Jerusalem"",""Israel"""
"TLW,""city"",""Таласи"",""Talasea"",""-5.27:150.0"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TLX,""city"",""Талька"",""Talca"",""-35.423199:-71.66008"",""America/Santiago"",""Chile"""
"TLZ,""city"",""Каталан"",""Catalao"",""-18.1612143:-47.9448934"",""America/Sao_Paulo"",""Brazil"""
"TMA,""city"",""Тифтон"",""Tifton"",""31.4504629:-83.5084973"",""America/Indiana/Vevay"",""United States"""
"TMC,""city"",""Тамболака"",""Tambolaka"",""-9.41:119.24"",""Asia/Jakarta"",""Indonesia"""
"TMD,""city"",""Тимбедра"",""Timbedra"",""16.23:-8.17"",""Africa/Nouakchott"",""Mauritania"""
"TME,""city"",""Там"",""Tame"",""6.45929:-71.736282"",""America/Bogota"",""Colombia"""
"TMG,""city"",""Томанггонг"",""Tomanggong"",""5.4:118.65"",""Asia/Kuching"",""Malaysia"""
"TMH,""city"",""Танахмерах"",""Tanahmerah"",""-6.1:140.3"",""Asia/Jakarta"",""Indonesia"""
"TMI,""city"",""Тамлингтар"",""Tumling Tar"",""27.3145028:87.1933815"",""Asia/Kathmandu"",""Nepal"""
"TMJ,""city"",""Термез"",""Termez"",""37.2166667:67.2833333"",""Asia/Samarkand"",""Uzbekistan"""
"TMK,""city"",""Тамки"",""Tamky"",,""Asia/Ho_Chi_Minh"",""Vietnam"""
"TML,""city"",""Тамале"",""Tamale"",""9.4075:-0.8533333"",""Africa/Accra"",""Ghana"""
"TMM,""city"",""Туамасина"",""Tamatave"",""-18.1499:49.402309"",""Indian/Antananarivo"",""Madagascar"""
"TMN,""city"",""Тамана"",""Tamana Island"",""-2.5049751:175.9853628"",""Asia/Tokyo"",""Kiribati"""
"TMO,""city"",""Тумеремо"",""Tumeremo"",""7.25:-61.53"",""America/Caracas"",""Venezuela"""
"TMP,""city"",""Тампере"",""Tampere"",""61.4978555:23.7596328"",""Europe/Helsinki"",""Finland"""
"TMQ,""city"",""Тамбао"",""Tambao"",""14.8:0.05"",""Africa/Ouagadougou"",""Burkina Faso"""
"TMR,""city"",""Таманрассет"",""Tamanrasset"",""22.81:5.45"",""Africa/Algiers"",""Algeria"""
"TMS,""city"",""Сан-Томе"",""Sao Tome Island"",""0.2602568:6.6210611"",""Africa/Sao_Tome"",""Sao Tome and Principe"""
"TMT,""city"",""Тромбетас"",""Trombetas"",""-1.49:-56.4"",""America/Manaus"",""Brazil"""
"TMU,""city"",""Тамбор"",""Tambor"",""9.7394589:-85.0160372"",""America/Costa_Rica"",""Costa Rica"""
"TMW,""city"",""Тамуорт"",""Tamworth"",""-31.091085:150.9303741"",""Australia/Sydney"",""Australia"""
"TMX,""city"",""Тимимун"",""Timimoun"",""29.25:0.2333333"",""Africa/Algiers"",""Algeria"""
"TMY,""city"",""Тиом"",""Tiom"",""-3.95:138.43"",""Asia/Jayapura"",""Indonesia"""
"TMZ,""city"",""Темс"",""Thames"",""-37.1384423:175.5413497"",""Pacific/Auckland"",""New Zealand"""
"TNA,""city"",""Цзинань"",""Jinan"",""36.665282:116.994917"",""Asia/Shanghai"",""China"""
"TNB,""city"",""Танах Грогот"",""Tanah Grogot"",""-1.84:-116.06"",""Asia/Jakarta"",""Indonesia"""
"TNC,""city"",""Тин Сити"",""Tin City"",,""America/Nome"",""United States"""
"TND,""city"",""Тринидад"",""Trinidad"",""21.80423:-79.984833"",""America/Havana"",""Cuba"""
"TNE,""city"",""Танегашима"",""Tanegashima"",""30.61:130.99"",""Asia/Tokyo"",""Japan"""
"TNF,""city"",""Тусю-ле-Нобль"",""Toussus-Le-Noble"",""48.747776:2.105833"",,""France"""
"TNG,""city"",""Танжер"",""Tangier"",""35.7666667:-5.8"",""Africa/Casablanca"",""Morocco"""
"TNH,""city"",""Тунхуа"",""Tonghua"",""41.728401:125.939697"",""Asia/Chongqing"",""China"""
"TNI,""city"",""Сатна"",""Satna"",""24.56:80.85"",""Asia/Kolkata"",""India"""
"TNJ,""city"",""Танджунгпинанг"",""Tanjung Pinang"",""1.0833333:104.4833333"",""Asia/Jayapura"",""Indonesia"""
"TNK,""city"",""Танунак"",""Tununak"",""60.5805556:-165.2594444"",""America/Nome"",""United States"""
"TNL,""city"",""Тернополь"",""Ternopol"",""49.553517:25.594767"",""Europe/Uzhgorod"",""Ukraine"""
"TNM,""city"",""Тениенте Р. Мариш Мартин"",""Teniente R. Marsh Martin"",,""-4.0"",""Antarctica"""
"TNN,""city"",""Тайнань"",""Tainan"",""23.1416985:120.2512728"",""Asia/Taipei"",""Taiwan"""
"TNO,""city"",""Тамариндо"",""Tamarindo"",""10.2979457:-85.8402157"",""America/Costa_Rica"",""Costa Rica"""
"TNP,""city"",""Туэнтинин Палмс"",""Twentynine Palms"",""34.1355582:-116.0541689"",""America/Los_Angeles"",""United States"""
"TNQ,""city"",""Тераина"",""Teraina"",""4.684419:-160.3896327"",,""Kiribati"""
"TNR,""city"",""Антананариву"",""Antananarivo"",""-18.914872:47.531612"",""Indian/Antananarivo"",""Madagascar"""
"TNS,""city"",""Тунгстен"",""Tungsten"",""61.95:-128.22"",""America/Yellowknife"",""Canada"""
"TNU,""city"",""Ньютон"",""Newton"",""38.06:-97.27"",""America/Chicago"",""United States"""
"TNV,""city"",""Табуаэран"",""Tabuaeran"",""3.8752461:-159.3235123"",,""Kiribati"""
"TNX,""city"",""Стунг-Тренг"",""Stung Treng"",""13.576473:105.9699878"",""Asia/Phnom_Penh"",""Cambodia"""
"TNZ,""city"",""Тосонцэнгэл"",""Tosontsengel"",""48.758709:98.269417"",,""Mongolia"""
"TOA,""city"",""Торранс"",""Torrance"",""33.8358492:-118.3406288"",""America/New_York"",""United States"""
"TOB,""city"",""Тобрук"",""Tobruk"",""32.0761111:23.9613889"",""Africa/Tripoli"",""Libya"""
"TOC,""city"",""Токкоа"",""Toccoa"",""34.5773206:-83.3323851"",""America/New_York"",""United States"""
"TOD,""city"",""Тиоман"",""Tioman"",""2.82:104.16"",""Asia/Kuala_Lumpur"",""Malaysia"""
"TOE,""city"",""Тозер"",""Tozeur"",""33.92403:8.131213"",""Africa/Tunis"",""Tunisia"""
"TOF,""city"",""Томск"",""Tomsk"",""56.4639893:84.9625475"",""Asia/Novosibirsk"",""Russia"""
"TOG,""city"",""Тоджиак"",""Togiak Village"",""59.05:-160.4"",""America/New_York"",""United States"""
"TOH,""city"",""Торрес"",""Torres"",""-13.33:166.64"",""America/Bogota"",""Vanuatu"""
"TOI,""city"",""Троя"",""Troy"",""31.8087678:-85.969951"",""America/New_York"",""United States"""
"TOK,""city"",""Торокина"",""Torokina"",""-6.233333:155.333333"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TOL,""city"",""Толедо"",""Toledo"",""41.6639383:-83.555212"",""America/Indiana/Vevay"",""United States"""
"TOM,""city"",""Тимбукту"",""Tombouctou"",""16.77532:-3.008265"",""Africa/Bamako"",""Mali"""
"TON,""city"",""Тону"",""Tonu"",""-6.65:155.42"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TOO,""city"",""Сан Вито"",""San Vito"",""8.821785:-82.97216"",""America/Costa_Rica"",""Costa Rica"""
"TOP,""city"",""Топика"",""Topeka"",""39.0558235:-95.6890185"",""America/Chicago"",""United States"""
"TOQ,""city"",""Токопилья"",""Tocopilla"",""-22.08806:-70.189331"",""America/Santiago"",""Chile"""
"TOR,""city"",""Торрингтон"",""Torrington"",""42.0624646:-104.1843942"",""America/New_York"",""United States"""
"TOS,""city"",""Тромсо"",""Tromso"",""69.68:18.92"",""Europe/Oslo"",""Norway"""
"TOT,""city"",""Тотнесс"",""Totness"",""5.8719379:-56.3320773"",""+0.0"",""Suriname"""
"TOU,""city"",""Туо"",""Touho"",""-20.788368:165.242443"",""Pacific/Noumea"",""New Caledonia"""
"TOV,""city"",""Тортола"",""Tortola"",""18.4334704:-64.6332782"",""America/Tortola"",""British Virgin Islands"""
"TOW,""city"",""Толедо"",""Toledo"",""-24.7198607:-53.743281"",""America/Sao_Paulo"",""Brazil"""
"TOX,""city"",""Тобольск"",""Tobolsk"",""58.1842003:68.254669"",""Asia/Yekaterinburg"",""Russia"""
"TOY,""city"",""Тояма"",""Toyama"",""36.6959518:137.2136768"",""Asia/Tokyo"",""Japan"""
"TOZ,""city"",""Туба"",""Touba"",""8.2833333:-7.6833333"",""Africa/Abidjan"",""Ivory Coast"""
"TPA,""city"",""Тампа"",""Tampa"",""27.949436:-82.4651441"",""America/New_York"",""United States"""
"TPC,""city"",""Тарапоа"",""Tarapoa"",""-0.133333:-76.416667"",""America/Guayaquil"",""Ecuador"""
"TPE,""city"",""Тайбэй"",""Taipei"",""25.091075:121.5598345"",""Asia/Taipei"",""Taiwan"""
"TPG,""city"",""Тайпин"",""Taiping"",""4.854099:100.7375749"",""Asia/Kuala_Lumpur"",""Malaysia"""
"TPH,""city"",""Тонопа"",""Tonopah"",""38.069211:-117.2305861"",""America/Phoenix"",""United States"""
"TPI,""city"",""Тапини"",""Tapini"",""-8.35:146.98"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TPJ,""city"",""Тапледжунг"",""Taplejung"",""27.35:84.67"",""Asia/Kathmandu"",""Nepal"""
"TPK,""city"",""Тапактуан"",""Tapaktuan"",""3.27:97.18"",""Asia/Jakarta"",""Indonesia"""
"TPL,""city"",""Темпл"",""Temple"",""31.0982344:-97.342782"",""America/North_Dakota/New_Salem"",""United States"""
"TPN,""city"",""Типутини"",""Tiputini"",""-0.78:-75.53"",""America/Guayaquil"",""Ecuador"""
"TPO,""city"",""Таналиан Пойнт"",""Tanalian Point"",""60.2:-154.32"",""America/Anchorage"",""United States"""
"TPP,""city"",""Тарапото"",""Tarapoto"",""-6.4833333:-76.3666667"",""America/Lima"",""Peru"""
"TPQ,""city"",""Тепик"",""Tepic"",""21.5038734:-104.8945796"",""America/Mazatlan"",""Mexico"""
"TPR,""city"",""Том Прайс"",""Tom Price"",""-22.6940873:117.7950553"",""Australia/Perth"",""Australia"""
"TPS,""city"",""Трапани"",""Trapani"",""38.0185881:12.5146338"",""Europe/Rome"",""Italy"""
"TPT,""city"",""Тапета"",""Tapeta"",""6.48:-8.87"",""Africa/Monrovia"",""Liberia"""
"TPU,""city"",""Тикапер"",""Tikapur"",""28.5221128:81.1233998"",""Asia/Kathmandu"",""Nepal"""
"TPX,""city"",""Тупаи"",""Tupai"",""-16.2490695:-151.7970477"",""+0.0"",""French Polynesia"""
"TQN,""city"",""Тальюквен"",""Taluqan"",""36.766667:69.533333"",""Asia/Kabul"",""Afghanistan"""
"TQR,""city"",""о. Сан-Доминго"",""San Domino Island"",,""+0.0"",""Italy"""
"TQS,""city"",""Трес Эскуинас"",""Tres Esquinas"",""0.75:-75.23"",""America/Bogota"",""Colombia"""
"TRA,""city"",""Тарамаджима"",""Taramajima"",""24.65:124.68"",""Asia/Tokyo"",""Japan"""
"TRB,""city"",""Турбо"",""Turbo"",""8.095106:-76.732407"",""America/Bogota"",""Colombia"""
"TRC,""city"",""Торреон"",""Torreon"",""25.5428443:-103.4067861"",""America/Hermosillo"",""Mexico"""
"TRD,""city"",""Тронхейм"",""Trondheim"",""63.4305149:10.3950528"",""Europe/Oslo"",""Norway"""
"TRE,""city"",""Тири"",""Tiree"",""56.4932376:-6.9069714"",""Europe/London"",""United Kingdom"""
"TRG,""city"",""Тауранга"",""Tauranga"",""-37.6877975:176.1651295"",""Pacific/Auckland"",""New Zealand"""
"TRH,""city"",""Трона"",""Trona"",""35.7627322:-117.3728346"",""America/Los_Angeles"",""United States"""
"TRI,""city"",""Блантвилл"",""Blountville"",""36.5331586:-82.326806"",""America/New_York"",""United States"""
"TRJ,""city"",""Таракбитс"",""Tarakbits"",""-5.6:141.03"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TRK,""city"",""Таракан"",""Tarakan"",""3.33:117.57"",""Asia/Makassar"",""Indonesia"""
"TRL,""city"",""Террелл"",""Terrell"",""32.7359626:-96.2752569"",""America/New_York"",""United States"""
"TRM,""city"",""Термал"",""Thermal"",""33.640278:-116.138611"",""America/Los_Angeles"",""United States"""
"TRN,""city"",""Турин"",""Turin"",""45.0705621:7.6866186"",""Europe/Rome"",""Italy"""
"TRO,""city"",""Тари"",""Taree"",""-31.9:152.45"",""Australia/Sydney"",""Australia"""
"TRP,""city"",""Три Поинт"",""Tree Point"",,,""United States"""
"TRQ,""city"",""Тарауака"",""Tarauaca"",""-8.1356236:-70.7649772"",""America/Rio_Branco"",""Brazil"""
"TRR,""city"",""Тринкомали"",""Trincomalee"",""8.569151:81.23291"",""Asia/Colombo"",""Sri Lanka"""
"TRS,""city"",""Триест"",""Trieste"",""45.6536295:13.7784072"",""Europe/Rome"",""Italy"""
"TRT,""city"",""Тремонтон"",""Tremonton"",""-7.8:-38.28"",""America/Denver"",""United States"""
"TRU,""city"",""Трухильо"",""Trujillo"",""-8.1181066:-79.0217829"",""America/Lima"",""Peru"""
"TRV,""city"",""Тируванантапурам"",""Trivandrum"",""8.48:76.92"",""Asia/Kolkata"",""India"""
"TRW,""city"",""Байрики"",""Tarawa"",""1.3290526:172.9790528"",""Pacific/Tarawa"",""Kiribati"""
"TRX,""city"",""Трентон"",""Trenton"",""40.0789018:-93.6166074"",""America/Chicago"",""United States"""
"TRY,""city"",""Тороро"",""Tororo"",""0.68:34.17"",""Africa/Kampala"",""Uganda"""
"TRZ,""city"",""Тируччираппалли"",""Tiruchirapally"",""10.7904833:78.7046725"",""Asia/Kolkata"",""India"""
"TSB,""city"",""Цумеб"",""Tsumeb"",""-19.24835:17.710871"",""Africa/Windhoek"",""Namibia"""
"TSC,""city"",""Тайса"",""Taisha"",""-2.340197:-77.45932"",""America/Guayaquil"",""Ecuador"""
"TSD,""city"",""Тшиписе"",""Tshipise"",""-22.62:30.17"",""Africa/Johannesburg"",""South Africa"""
"TSE,""city"",""Астана"",""Astana"",""51.179852:71.446682"",""Asia/Almaty"",""Kazakhstan"""
"TSF,""city"",""Тревизо"",""Treviso"",""45.6662855:12.242072"",""Europe/Rome"",""Italy"""
"TSG,""city"",""Танакросс"",""Tanacross"",""63.3852778:-143.3463889"",""America/Anchorage"",""United States"""
"TSH,""city"",""Чикапа"",""Tshikapa"",""-6.4166667:20.8"",""Africa/Lubumbashi"",""Democratic Republic of the Congo"""
"TSI,""city"",""Тсили Тсили"",""Tsili Tsili"",""-6.83:146.35"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TSJ,""city"",""Цусима"",""Tsushima"",""34.28:129.33"",""Asia/Tokyo"",""Japan"""
"TSK,""city"",""Таскул"",""Taskul"",""-2.53:150.45"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TSL,""city"",""Тамуин"",""Tamuin"",""22.0058394:-98.7843326"",""America/Mexico_City"",""Mexico"""
"TSM,""city"",""Таос"",""Taos"",""36.4072485:-105.5730665"",""America/Chicago"",""United States"""
"TSN,""city"",""Тяньцзинь"",""Tianjin"",""39.084158:117.200983"",""Asia/Shanghai"",""China"""
"TSO,""city"",""Трексо, Айзлс ос Скилли"",""Tresco, Isles Of Scilly"",,,""United Kingdom"""
"TSP,""city"",""Техачапи"",""Tehachapi"",""35.1321877:-118.4489739"",""America/Los_Angeles"",""United States"""
"TSQ,""city"",""Торрес"",""Torres"",""10.17:-70.25"",""America/Maceio"",""Brazil"""
"TSR,""city"",""Тимишоара"",""Timisoara"",""45.7597222:21.23"",""Europe/Bucharest"",""Romania"""
"TST,""city"",""Транг"",""Trang"",""7.5909302:99.634135"",""Asia/Bangkok"",""Thailand"""
"TSU,""city"",""Табитеуеа Саус"",""Tabiteuea South"",""-1.47:175.06"",""Pacific/Tarawa"",""Kiribati"""
"TSV,""city"",""Таунсвилл"",""Townsville"",""-19.2576223:146.8178787"",""Australia/Brisbane"",""Australia"""
"TSW,""city"",""Тсеви"",""Tsewi"",""-6.97:146.03"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TSX,""city"",""Танджунг Сантан"",""Tanjung Santan"",""-0.09:117.44"",""Asia/Makassar"",""Indonesia"""
"TSY,""city"",""Тасикмалая"",""Tasikmalaya"",""-7.3333333:108.2"",""Asia/Jakarta"",""Indonesia"""
"TSZ,""city"",""Цэцэрлэг"",""Tsetserleg"",""47.4769444:101.4502778"",""Asia/Ulaanbaatar"",""Mongolia"""
"TTA,""city"",""Тан Тан"",""Tan Tan"",""28.4387869:-11.1051259"",""Africa/Casablanca"",""Morocco"""
"TTB,""city"",""Тортоли"",""Tortoli"",""39.92:9.68"",""Europe/Rome"",""Italy"""
"TTC,""city"",""Тальталь"",""Taltal"",""-25.2833333:-69.7666667"",""America/Santiago"",""Chile"""
"TTD,""city"",""Траутдейл"",""Troutdale"",""45.5392862:-122.3873133"",""America/New_York"",""United States"""
"TTE,""city"",""Тернате"",""Ternate"",""0.788068:127.377156"",""Asia/Jayapura"",""Indonesia"""
"TTG,""city"",""Тартагал"",""Tartagal"",""-22.5203762:-63.7991066"",""America/Argentina/Cordoba"",""Argentina"""
"TTH,""city"",""Тумраит"",""Thumrait"",""17.6470165:54.0436518"",""Asia/Muscat"",""Oman"""
"TTI,""city"",""Тетиароа"",""Tetiaroa Island"",""-16.9811014:-149.5786408"",""Pacific/Tahiti"",""French Polynesia"""
"TTJ,""city"",""Тоттори"",""Tottori"",""35.5011326:134.2350914"",""Asia/Tokyo"",""Japan"""
"TTL,""city"",""Тортл Айленд"",""Turtle Island"",""-16.97:177.37"",""Australia/Perth"",""Fiji"""
"TTM,""city"",""Таблон Де Тамара"",""Tablon De Tamara"",""5.72:-72.1"",""America/Bogota"",""Colombia"""
"TTN,""city"",""Трентон"",""Trenton"",""40.2170534:-74.7429384"",,""United States"""
"TTO,""city"",""Бриттон"",""Britton"",""45.7916192:-97.7509366"",""America/New_York"",""United States"""
"TTQ,""city"",""Тортугеро"",""Tortuquero"",""10.568681:-83.514569"",""America/Costa_Rica"",""Costa Rica"""
